(-491,-507)
(-491,-508)
(-491,-508)
(-491,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-491,-507)
(-491,-507)
(-491,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-491,-507)
(-491,-507)
(-491,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-491,-507)
(-491,-507)
(-491,-507)
(-491,-508)
(-491,-508)
(-491,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-491,-508)
(-491,-508)
(-491,-508)
(-491,-507)
(-491,-507)
(-491,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-489,-506)
(-489,-506)
(-489,-506)
(-490,-510)
(-490,-510)
(-490,-510)
(-491,-507)
(-491,-507)
(-491,-507)
(-491,-506)
(-491,-506)
(-491,-506)
(-492,-507)
(-492,-507)
(-492,-507)
(-491,-508)
(-490,-508)
(-490,-508)
(-498,-521)
(-498,-521)
(-498,-521)
(-491,-501)
(-491,-501)
(-491,-501)
(-485,-501)
(-485,-501)
(-485,-501)
(-486,-507)
(-486,-507)
(-486,-507)
(-490,-510)
(-490,-510)
(-490,-510)
(-491,-507)
(-491,-507)
(-491,-507)
(-491,-508)
(-491,-508)
(-491,-508)
(-489,-509)
(-489,-509)
(-489,-509)
(-487,-507)
(-487,-507)
(-487,-507)
(-489,-508)
(-489,-508)
(-489,-508)
(-491,-511)
(-491,-511)
(-491,-511)
(-490,-505)
(-490,-505)
(-490,-505)
(-488,-507)
(-488,-507)
(-488,-507)
(-488,-510)
(-488,-510)
(-488,-510)
(-490,-508)
(-490,-508)
(-490,-508)
(-491,-508)
(-491,-508)
(-491,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-488,-510)
(-488,-510)
(-488,-510)
(-489,-509)
(-489,-509)
(-489,-509)
(-491,-507)
(-491,-507)
(-491,-507)
(-489,-507)
(-489,-507)
(-489,-507)
(-487,-508)
(-487,-508)
(-487,-508)
(-489,-509)
(-489,-509)
(-489,-509)
(-491,-506)
(-491,-506)
(-491,-506)
(-487,-509)
(-487,-509)
(-487,-509)
(-488,-509)
(-489,-508)
(-489,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-509)
(-489,-509)
(-489,-509)
(-489,-508)
(-489,-508)
(-489,-508)
(-488,-508)
(-488,-508)
(-488,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-489,-509)
(-489,-509)
(-489,-509)
(-488,-507)
(-488,-507)
(-488,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-488,-508)
(-488,-508)
(-488,-508)
(-489,-507)
(-489,-507)
(-489,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-507)
(-489,-507)
(-489,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-507)
(-489,-507)
(-489,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-491,-508)
(-491,-508)
(-491,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-493,-499)
(-493,-499)
(-493,-499)
(-491,-507)
(-491,-507)
(-491,-507)
(-487,-510)
(-487,-510)
(-487,-510)
(-489,-507)
(-489,-507)
(-489,-507)
(-491,-507)
(-491,-507)
(-491,-507)
(-489,-508)
(-489,-508)
(-489,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-490,-507)
(-490,-507)
(-489,-508)
(-489,-508)
(-489,-508)
(-491,-508)
(-491,-508)
(-491,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-489,-507)
(-489,-507)
(-489,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-489,-507)
(-489,-507)
(-489,-507)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-488,-509)
(-488,-509)
(-488,-509)
(-489,-508)
(-489,-508)
(-489,-508)
(-491,-507)
(-490,-507)
(-490,-507)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-489,-508)
(-489,-508)
(-489,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-488,-506)
(-488,-507)
(-488,-507)
(-489,-509)
(-489,-509)
(-489,-509)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-488,-508)
(-488,-508)
(-488,-508)
(-489,-509)
(-489,-509)
(-489,-509)
(-491,-507)
(-491,-507)
(-491,-507)
(-491,-506)
(-491,-506)
(-491,-506)
(-489,-509)
(-489,-509)
(-489,-509)
(-489,-508)
(-489,-508)
(-489,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-489,-507)
(-489,-507)
(-489,-507)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-489,-508)
(-489,-509)
(-489,-509)
(-489,-508)
(-489,-508)
(-489,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-489,-509)
(-489,-509)
(-489,-509)
(-490,-508)
(-490,-508)
(-490,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-489,-507)
(-489,-507)
(-489,-507)
(-489,-507)
(-489,-507)
(-489,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-489,-507)
(-489,-507)
(-489,-507)
(-489,-507)
(-489,-507)
(-489,-507)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-488,-508)
(-488,-508)
(-488,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-489,-507)
(-489,-507)
(-489,-507)
(-489,-508)
(-489,-508)
(-489,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-489,-507)
(-488,-507)
(-488,-507)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-489,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-489,-508)
(-489,-508)
(-489,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-507)
(-489,-507)
(-489,-507)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-489,-508)
(-490,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-489,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-489,-507)
(-489,-507)
(-489,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
