(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-507)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-490,-506)
(-491,-506)
(-490,-506)
(-492,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-490,-506)
(-490,-506)
(-491,-506)
(-491,-505)
(-491,-505)
(-491,-505)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-490,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-507)
(-491,-507)
(-491,-507)
(-491,-504)
(-491,-505)
(-491,-505)
(-491,-506)
(-491,-505)
(-491,-505)
(-491,-507)
(-491,-506)
(-491,-506)
(-491,-505)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-507)
(-491,-507)
(-491,-506)
(-491,-504)
(-491,-504)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-505)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-507)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-490,-505)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-490,-506)
(-490,-506)
(-490,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-505)
(-491,-505)
(-491,-505)
(-491,-506)
(-491,-506)
(-491,-507)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-490,-506)
(-490,-506)
(-490,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-505)
(-490,-505)
(-490,-505)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-490,-505)
(-490,-505)
(-490,-505)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-505)
(-491,-505)
(-491,-505)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-490,-506)
(-490,-506)
(-490,-506)
(-491,-505)
(-491,-505)
(-491,-505)
(-490,-507)
(-490,-507)
(-490,-507)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-490,-506)
(-490,-506)
(-490,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-507)
(-491,-507)
(-491,-507)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-505)
(-491,-505)
(-491,-505)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-507)
(-491,-507)
(-491,-507)
(-491,-506)
(-491,-507)
(-491,-507)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-507)
(-491,-507)
(-491,-507)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-507)
(-491,-507)
(-491,-507)
(-492,-503)
(-492,-503)
(-492,-503)
(-491,-507)
(-491,-507)
(-491,-507)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-505)
(-491,-505)
(-491,-505)
(-491,-508)
(-491,-508)
(-491,-508)
(-491,-504)
(-491,-504)
(-491,-504)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-505)
(-491,-505)
(-491,-505)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-505)
(-491,-505)
(-491,-505)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-505)
(-491,-505)
(-491,-505)
(-491,-505)
(-491,-505)
(-491,-505)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-505)
(-491,-505)
(-491,-505)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-505)
(-491,-505)
(-491,-505)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-505)
(-491,-505)
(-491,-505)
(-491,-505)
(-491,-505)
(-491,-505)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-505)
(-491,-505)
(-491,-505)
(-491,-505)
(-491,-505)
(-491,-505)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-505)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-505)
(-491,-505)
(-491,-505)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-505)
(-491,-505)
(-491,-505)
(-490,-507)
(-490,-507)
(-490,-507)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-505)
(-491,-505)
(-491,-505)
(-488,-503)
(-488,-503)
(-488,-503)
(-491,-506)
(-490,-506)
(-490,-506)
(-490,-508)
(-490,-508)
(-490,-508)
(-489,-507)
(-489,-507)
(-489,-507)
(-490,-508)
(-491,-507)
(-491,-507)
(-491,-507)
(-491,-507)
(-491,-507)
(-489,-507)
(-489,-507)
(-489,-507)
(-490,-506)
(-490,-506)
(-490,-506)
(-491,-508)
(-491,-508)
(-491,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-505)
(-490,-505)
(-490,-505)
(-491,-509)
(-491,-509)
(-491,-509)
(-491,-507)
(-491,-507)
(-491,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-489,-507)
(-489,-507)
(-489,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-491,-507)
(-491,-507)
(-491,-507)
(-489,-507)
(-489,-507)
(-489,-507)
(-490,-505)
(-490,-505)
(-490,-505)
(-491,-506)
(-491,-506)
(-491,-506)
(-490,-509)
(-490,-509)
(-490,-509)
(-489,-506)
(-489,-506)
(-489,-506)
(-490,-506)
(-490,-506)
(-490,-506)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-506)
(-490,-506)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-506)
(-490,-506)
(-490,-506)
(-490,-506)
(-490,-506)
(-490,-506)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-489,-507)
(-489,-507)
(-489,-507)
(-491,-507)
(-491,-507)
(-491,-507)
(-489,-507)
(-489,-507)
(-489,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-491,-507)
(-491,-507)
(-491,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-489,-507)
(-490,-506)
(-490,-506)
(-491,-507)
(-491,-507)
(-491,-507)
(-491,-507)
(-491,-507)
(-491,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-489,-508)
(-489,-508)
(-489,-508)
(-491,-507)
(-491,-507)
(-491,-507)
(-491,-505)
(-491,-505)
(-491,-505)
(-489,-510)
(-489,-510)
(-489,-510)
(-489,-506)
(-489,-506)
(-489,-506)
(-491,-506)
(-491,-506)
(-491,-506)
(-491,-508)
(-491,-508)
(-491,-508)
(-489,-506)
(-489,-506)
(-489,-506)
(-490,-508)
(-490,-508)
(-490,-508)
(-491,-507)
(-491,-507)
(-491,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-509)
(-490,-509)
(-490,-509)
(-491,-507)
(-491,-507)
(-491,-507)
(-491,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-506)
(-490,-506)
(-490,-506)
(-491,-508)
(-491,-508)
(-491,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-491,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-491,-508)
(-491,-508)
(-491,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-491,-507)
(-491,-507)
(-491,-507)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-490,-507)
(-490,-507)
(-490,-508)
(-490,-508)
(-490,-508)
(-490,-507)
(-491,-507)
